accident_id,district_code,accident_month,accident_hour,accident_weekday,accident_category_code,accident_type_code,involves_bicycle,involves_car,involves_pedestrian,involves_motorcycle,longitude,latitude
217086,7,10,11,4,2,6,f,f,t,f,13.40087607,52.41452446
217085,11,10,13,4,3,3,f,t,f,f,13.50560819,52.53464035
217084,1,11,15,6,2,5,f,t,f,f,13.35390274,52.52389717
217083,6,11,2,7,3,6,f,f,t,f,13.32861513,52.4563609
217082,1,11,14,4,3,5,f,t,f,t,13.37066407,52.55870646
217081,12,11,23,2,3,5,t,t,f,f,13.32686885,52.56252391
217080,7,10,14,4,3,5,t,t,f,f,13.33518949,52.46927124
217079,6,10,11,2,3,5,f,t,f,t,13.25023283,52.42129445
217078,10,10,14,1,3,5,f,t,f,f,13.60132576,52.53578521
217077,4,11,13,4,3,5,f,t,f,f,13.29753619,52.53460531
217076,1,11,21,6,3,6,f,t,t,f,13.39098579,52.51487471
217075,3,10,15,1,3,5,t,f,f,f,13.42347227,52.54311252
217074,9,10,18,4,3,5,t,t,f,f,13.63147753,52.39484495
217073,2,11,12,6,3,5,f,t,f,f,13.39461248,52.50455968
217072,8,11,15,3,3,6,f,t,t,f,13.43532201,52.48607363
217071,10,10,12,5,3,5,t,t,f,f,13.61183172,52.520973
217070,11,10,18,5,2,0,t,f,f,f,13.49945868,52.52137667
217069,5,10,18,5,3,0,f,t,f,t,13.20821813,52.54444036
217068,6,11,8,2,3,6,f,t,t,f,13.31579097,52.44319527
217067,5,11,12,5,2,2,f,t,f,f,13.16570464,52.55118898
217066,9,11,9,3,3,6,f,t,t,f,13.5619573,52.3889378
217065,3,10,15,1,3,5,f,f,f,t,13.44408832,52.55272702
217064,3,10,10,5,3,1,t,t,f,f,13.42577367,52.56038635
217063,7,10,13,2,3,2,f,t,f,f,13.39472856,52.483927
217062,11,11,8,2,3,2,t,f,f,f,13.47584562,52.53680533
217061,1,11,9,5,3,2,f,t,f,f,13.41911166,52.52568806
217060,3,11,0,1,3,0,f,f,f,f,13.44474275,52.57985728
217059,10,10,12,2,3,9,f,t,f,f,13.5689546,52.53250279
217058,9,11,17,7,3,5,t,t,f,f,13.51201073,52.47070783
217057,9,10,19,5,3,1,t,t,f,f,13.5736468,52.45418988
217056,1,10,18,6,3,6,f,t,t,f,13.40171035,52.52962803
217055,12,10,14,6,3,5,f,t,f,f,13.35156167,52.57816165
217054,10,10,18,6,3,9,f,f,f,t,13.60222168,52.5321607
217053,4,11,16,3,3,2,f,t,f,t,13.31552583,52.51466238
217052,1,11,7,6,3,5,f,t,f,f,13.33495002,52.56027363
217051,7,11,17,4,3,5,f,t,f,t,13.34604083,52.49882784
217050,5,10,17,6,2,5,f,t,f,f,13.194531,52.54571447
217049,9,10,15,3,2,5,f,t,f,f,13.5266829,52.42879475
217048,5,10,23,3,2,5,f,t,f,f,13.1880984,52.53250055
217047,4,10,16,2,3,5,t,t,f,f,13.31525387,52.51457927
217046,8,11,0,3,2,9,f,t,f,f,13.50575919,52.40952007
217045,6,10,12,3,3,5,f,t,f,f,13.32224619,52.46252633
217044,2,10,17,4,3,2,f,t,f,f,13.44658885,52.5027249
217043,2,11,10,1,3,0,t,f,f,f,13.45673769,52.50977655
217042,1,11,10,2,3,5,t,t,f,f,13.39750825,52.52873101
217041,9,11,20,3,3,9,f,f,f,f,13.58054443,52.44315991
217040,6,11,9,2,3,2,f,t,f,f,13.34733163,52.43545828
217039,12,10,14,7,2,0,f,f,f,t,13.24349651,52.62480889
217038,7,10,0,7,2,2,f,t,f,f,13.38585817,52.47819764
217037,9,11,17,3,3,5,t,t,f,f,13.56946997,52.44450685
217036,1,11,8,5,3,2,t,t,f,f,13.37752135,52.52223958
217035,1,10,19,7,3,1,t,t,f,f,13.36825168,52.52352723
217034,3,10,7,4,3,0,t,t,f,f,13.36110256,52.58969898
217033,8,10,14,3,3,0,f,t,f,f,13.40862008,52.4265393
217032,7,11,14,5,3,5,f,t,f,f,13.36122763,52.47941153
217031,7,11,8,3,3,0,t,t,f,f,13.3831005,52.43403915
217030,1,10,15,4,3,5,f,t,f,t,13.40929712,52.52353575
217029,4,10,6,6,2,4,f,t,f,f,13.27174677,52.52838859
217028,3,11,18,6,3,1,t,t,f,f,13.43338326,52.55302078
217027,10,11,12,2,2,5,t,t,f,f,13.60356326,52.47893317
217026,3,11,6,5,3,5,t,t,f,f,13.38976021,52.57429667
217025,2,11,10,3,2,0,f,f,f,t,13.46665027,52.50244643
217024,11,10,11,7,3,5,f,t,f,t,13.48059043,52.49907208
217023,1,10,15,4,3,0,t,t,f,f,13.41576152,52.52727298
217022,11,10,14,2,3,5,t,t,f,f,13.47795918,52.52300265
217021,7,10,12,1,3,0,f,t,f,t,13.34398391,52.41180851
217020,4,11,15,4,3,0,f,t,f,f,13.33260171,52.50616923
217019,5,11,14,6,2,6,f,t,t,f,13.14571815,52.52398053
217018,11,10,17,2,3,5,t,t,f,f,13.48125326,52.53869518
217017,8,10,13,5,2,5,t,t,f,f,13.44810258,52.47054774
217016,8,11,14,6,3,6,f,t,t,f,13.44883197,52.4786292
217015,9,11,7,4,3,1,t,t,f,f,13.6371038,52.44860768
217014,1,10,9,5,3,0,t,t,f,f,13.40014167,52.53942658
217013,4,10,13,4,3,0,t,f,f,f,13.33101817,52.49473819
217012,4,10,6,3,2,2,f,t,f,t,13.3145418,52.54750081
217011,11,11,18,4,3,5,f,t,f,f,13.47888783,52.53329345
217010,11,11,18,3,3,0,f,t,f,f,13.51392086,52.48326108
217009,5,10,2,4,2,0,f,f,f,f,13.24752389,52.52470553
217008,4,10,17,4,3,0,t,f,f,f,13.26135261,52.47914255
217007,8,11,10,6,2,6,f,t,t,f,13.43536634,52.42313341
217006,12,11,15,7,3,5,t,t,f,f,13.28539402,52.59482019
217005,10,11,19,4,3,2,t,t,f,f,13.55959809,52.55239434
217004,8,11,21,7,3,5,f,t,f,f,13.48299994,52.41608672
217003,6,10,10,7,2,5,f,t,f,f,13.16156795,52.41989932
217002,3,10,20,4,3,5,t,t,f,f,13.47024945,52.55363618
217001,2,10,17,1,3,5,t,t,f,f,13.40666144,52.49844446
217000,12,11,12,2,2,5,f,t,f,t,13.33169687,52.5620193
216999,4,11,10,4,3,1,t,t,f,f,13.3050707,52.51255492
216998,8,11,13,7,3,3,f,t,f,f,13.44510229,52.45232249
216997,8,10,23,7,3,6,f,t,t,f,13.42421887,52.4773324
216996,7,10,22,4,3,0,f,f,f,f,13.34056195,52.49118567
216995,9,11,10,6,2,0,t,f,f,f,13.50257624,52.44719625
216994,4,11,16,3,3,6,f,t,t,f,13.3252232,52.5023211
216993,12,10,22,4,3,5,f,t,f,f,13.33424351,52.59894209
216992,3,10,16,6,3,5,f,t,f,f,13.42769074,52.5530979
216991,2,10,22,1,2,6,f,t,t,f,13.46546986,52.50776627
216990,12,10,8,6,3,2,f,t,f,f,13.30930566,52.60347515
216989,10,11,18,2,3,5,f,t,f,f,13.59168902,52.544986
216988,4,11,21,5,3,5,f,t,f,t,13.29983085,52.50520442
216987,7,11,8,3,2,5,f,f,f,t,13.37639803,52.46009845
216986,9,10,12,2,3,6,f,t,t,f,13.53414227,52.43295769
216985,4,10,5,5,3,2,f,t,f,f,13.29417528,52.53433944
216984,5,10,20,2,2,2,f,t,f,t,13.15713954,52.53915916
216983,3,11,13,2,3,6,f,f,t,f,13.42684901,52.57182246
216982,8,11,20,6,3,0,t,t,f,f,13.46010575,52.43179426
216981,1,11,19,1,3,5,t,t,f,f,13.37658503,52.51016658
216980,1,10,16,2,3,2,f,t,f,f,13.39165935,52.55541594
216979,10,10,11,2,3,5,t,t,f,f,13.58550709,52.50525497
216978,12,11,2,7,3,2,f,t,f,f,13.34794001,52.59625044
216977,1,11,14,1,3,1,f,t,f,f,13.42057406,52.51790827
216976,11,10,7,5,2,0,f,t,f,f,13.48929353,52.54242473
216975,12,10,14,6,3,0,f,t,f,t,13.33144393,52.56216499
216974,9,10,16,2,3,5,t,t,f,f,13.6369516,52.45080528
216973,9,10,14,6,3,0,f,f,t,t,13.48466697,52.46359376
216972,1,11,12,4,3,0,t,t,f,f,13.33317954,52.53288097
216971,10,11,15,5,3,5,t,t,f,f,13.60211684,52.536015
216970,2,10,12,6,3,5,t,t,f,f,13.42722266,52.49914508
216969,1,10,7,3,3,5,t,t,f,f,13.40309469,52.53371271
216968,6,10,13,4,3,2,f,t,f,t,13.25807074,52.43513747
216967,2,10,12,2,2,5,f,t,f,t,13.44067446,52.51723693
216966,5,11,9,1,3,5,f,t,f,f,13.21643265,52.56056795
216965,2,10,17,4,3,5,t,f,f,f,13.42961433,52.50301622
216964,9,10,15,4,3,1,t,t,f,f,13.44415345,52.49059558
216963,6,11,13,7,3,0,f,f,f,t,13.34064454,52.46467876
216962,8,11,19,3,3,2,f,t,f,f,13.42422462,52.48669018
216961,1,11,12,7,3,2,f,t,f,t,13.36161102,52.54803632
216960,5,10,12,1,3,2,f,t,f,t,13.20272739,52.52364939
216959,4,10,13,7,3,5,f,t,f,f,13.31952001,52.50153453
216958,1,11,18,4,3,5,t,t,f,f,13.36034021,52.5372443
216957,6,11,6,5,3,6,f,f,t,f,13.3277286,52.4640587
216956,6,10,18,7,3,2,f,t,f,f,13.24698873,52.46759078
216955,3,10,10,4,3,5,f,t,f,f,13.40869159,52.53758213
216954,10,11,17,4,2,2,f,t,f,f,13.56866832,52.53790517
216953,12,11,16,3,3,1,f,t,f,f,13.29986444,52.60193548
216952,9,10,10,5,3,2,f,t,f,f,13.59671971,52.43695222
216951,1,10,3,5,3,9,f,f,f,t,13.35023554,52.51364795
216950,7,10,15,2,3,5,f,t,f,t,13.38564328,52.47156279
216949,6,11,11,6,2,0,f,f,f,t,13.34504914,52.4468437
216948,4,11,18,1,2,5,f,t,f,f,13.28032171,52.5063766
216947,8,11,12,5,3,2,f,t,f,f,13.42800306,52.47366808
216946,6,11,16,2,3,1,t,t,f,f,13.3164454,52.45666755
216945,2,10,19,7,3,5,t,t,f,f,13.39936879,52.4982864
216944,3,10,16,4,3,2,f,t,f,f,13.42878314,52.58152576
216943,9,10,9,2,3,5,t,f,f,f,13.57714515,52.4558427
216942,9,11,9,2,3,5,f,t,f,f,13.55330587,52.46962613
216941,7,11,13,5,3,5,t,f,f,f,13.3819707,52.39771026
216940,6,11,11,7,2,6,f,t,t,f,13.35751082,52.42302453
216939,11,10,17,3,3,5,t,t,f,f,13.48463403,52.51397351
216938,9,10,21,5,3,5,t,f,f,f,13.58054915,52.45549845
216937,12,11,7,6,3,1,f,t,f,f,13.3354741,52.60841119
216936,10,11,15,4,3,6,f,t,t,f,13.5852889,52.52127439
216935,1,10,22,5,3,3,f,t,f,f,13.35679578,52.5250106
216934,12,10,0,5,3,5,f,t,f,f,13.32884603,52.56594973
216933,11,10,8,7,3,5,f,t,f,f,13.49096126,52.5419958
216932,2,10,3,6,2,0,f,f,f,f,13.37997938,52.49243028
216931,6,11,15,2,3,5,t,f,f,f,13.22982201,52.42773211
216930,10,11,16,5,2,6,f,t,t,f,13.55613683,52.54825778
216929,4,11,12,3,3,2,f,t,f,f,13.30194174,52.5188101
216928,7,10,3,1,3,5,t,t,f,f,13.363324,52.45592642
216927,1,10,19,5,2,4,t,t,f,f,13.41337354,52.50701314
216926,2,10,14,3,3,2,f,t,f,f,13.41376861,52.48818286
216925,4,11,17,3,3,5,t,t,f,f,13.32825099,52.47883054
216924,4,11,8,6,3,6,f,t,t,f,13.31599379,52.50725282
216923,2,11,22,1,2,6,f,t,t,f,13.4292642,52.5008749
216922,3,10,7,3,3,6,f,f,t,f,13.43962792,52.55542172
216921,1,10,8,4,3,5,t,t,f,f,13.39300642,52.5275198
216920,1,10,15,1,3,1,f,t,f,t,13.42021809,52.51001968
216919,7,11,17,7,3,6,f,t,t,f,13.35047739,52.41422371
216918,1,11,10,1,3,5,f,t,f,f,13.39224245,52.50870809
216917,9,11,12,4,3,6,f,t,t,f,13.58781749,52.42204947
216916,10,11,16,6,3,6,f,t,t,f,13.62102702,52.52600686
216915,3,10,13,6,3,6,f,f,t,f,13.48077134,52.55307551
216914,1,10,17,6,3,6,f,t,t,f,13.37742967,52.50958069
216913,3,10,6,2,3,5,f,f,f,f,13.45704236,52.56105761
216912,5,10,14,6,3,2,f,t,f,f,13.23839928,52.54457651
216911,6,11,1,3,2,8,f,t,f,f,13.32669191,52.42775726
216910,6,11,7,5,3,2,f,t,f,f,13.33084643,52.44460291
216909,1,10,17,6,3,3,f,t,f,t,13.35123727,52.50451731
216908,1,10,9,6,3,0,t,f,f,f,13.384653,52.55600058
216907,1,10,14,3,3,5,f,t,f,f,13.39285668,52.54258196
216906,4,10,17,3,3,1,t,t,f,f,13.30279742,52.50984068
216905,11,10,19,2,3,6,t,f,t,f,13.50515629,52.50916616
216904,4,10,17,7,2,5,t,t,f,f,13.24178119,52.50645689
216903,3,10,13,6,3,2,f,t,f,f,13.42896441,52.58493146
216902,6,11,19,2,3,2,f,t,f,f,13.3311702,52.44402734
216901,4,11,17,5,3,1,f,t,f,f,13.3251321,52.48647451
216900,6,11,17,3,3,1,f,t,f,f,13.26750332,52.45108733
216899,1,10,23,7,3,5,t,t,f,f,13.39148401,52.52208359
216898,12,10,14,5,3,2,f,t,f,f,13.30407403,52.58131232
216897,1,10,14,3,3,6,f,t,t,f,13.38373783,52.55127689
216896,7,11,13,2,3,5,f,t,f,f,13.37905738,52.4481772
216895,4,11,9,5,3,5,t,f,f,f,13.32333336,52.49216447
216894,4,11,14,7,3,0,t,f,f,f,13.32588455,52.50001841
216893,7,10,8,3,2,5,f,t,f,f,13.40024062,52.45999112
216892,4,11,17,7,2,6,f,t,t,f,13.31390418,52.4903956
216891,5,11,18,2,2,1,f,t,f,f,13.20576114,52.52497573
216890,4,10,14,5,3,5,t,t,f,f,13.32505162,52.50255299
216889,7,10,11,6,3,0,f,t,f,f,13.36077082,52.49131838
216888,4,10,19,2,3,5,t,t,f,f,13.33575209,52.51348847
216887,4,10,20,6,3,5,f,t,f,f,13.2639597,52.51429547
216886,4,11,19,3,3,2,f,t,f,f,13.29463226,52.51926922
216885,8,11,19,5,3,5,t,t,f,f,13.42872195,52.48671554
216884,1,10,18,6,3,1,t,f,f,f,13.40822092,52.52725232
216883,6,10,14,3,3,3,f,t,f,t,13.32651821,52.427782
216882,6,10,14,3,3,0,f,f,f,f,13.26536484,52.44199511
216881,2,10,16,2,3,5,f,t,f,f,13.4145051,52.50019274
216880,1,11,7,3,3,1,f,f,f,f,13.38104575,52.54112687
216879,11,10,16,4,3,5,f,t,f,t,13.46740009,52.53390261
216878,1,10,20,4,3,5,t,f,t,f,13.39290603,52.52749272
216877,7,11,11,7,2,5,f,f,f,t,13.40307084,52.44766074
216876,7,11,13,3,3,0,f,f,f,t,13.38942163,52.45701138
216875,2,11,18,7,3,6,f,f,t,f,13.43890897,52.49784636
216874,3,10,11,1,2,5,f,t,f,t,13.4070968,52.58636762
216873,5,10,13,7,3,5,t,t,f,f,13.19416659,52.52210589
216872,5,11,17,4,3,5,f,t,f,f,13.15352222,52.55343124
216871,11,11,12,6,3,5,f,t,f,f,13.5198106,52.50583195
216870,5,10,5,2,3,1,f,t,f,f,13.20448715,52.56530885
216869,5,10,15,4,3,6,f,t,t,f,13.20558023,52.5396425
216868,1,11,15,5,3,2,f,t,f,f,13.41030796,52.52852694
216867,8,11,17,4,3,2,f,t,f,f,13.43764042,52.45085167
216866,1,10,14,5,3,5,t,t,f,f,13.35637821,52.55248195
216865,3,10,8,5,3,1,t,t,f,f,13.41713075,52.54122768
216864,2,10,13,2,3,1,f,t,f,f,13.4650109,52.50023037
216863,3,11,6,6,3,6,f,t,t,f,13.43533014,52.59396949
216862,1,11,10,2,3,0,t,f,f,f,13.37366753,52.55657113
216861,7,11,17,4,2,2,f,t,f,f,13.37884917,52.44966061
216860,8,11,18,2,3,1,f,t,f,f,13.48025704,52.42229363
216859,3,10,20,7,3,5,t,t,f,f,13.42792824,52.54551304
216858,7,10,14,4,3,5,t,f,f,f,13.36903454,52.49305197
216857,1,10,8,2,3,2,f,t,f,f,13.37659398,52.50980472
216856,10,11,6,2,2,5,t,t,f,f,13.55046922,52.54293752
216855,11,11,14,5,3,2,f,t,f,f,13.54537854,52.56766392
216854,9,11,9,1,2,8,f,f,f,t,13.64917469,52.44961383
216853,5,10,19,3,3,5,f,t,f,f,13.22724823,52.5494751
216852,3,10,15,5,3,5,f,t,f,f,13.4620424,52.55896854
216851,1,11,22,6,3,1,t,t,f,f,13.40208927,52.52871956
216850,8,10,19,5,3,1,f,t,f,f,13.43278194,52.48511634
216849,3,10,12,6,3,1,t,t,f,f,13.4356788,52.53249035
216848,5,10,10,7,3,5,f,t,f,f,13.16003096,52.52787096
216847,5,10,14,6,2,5,f,t,f,t,13.14946353,52.45738337
216846,5,11,14,3,2,8,f,t,f,f,13.20712514,52.58443029
216845,7,11,7,6,3,2,f,t,f,f,13.3449496,52.48016716
216844,1,11,23,5,3,6,f,t,t,f,13.40272894,52.5240381
216843,4,10,14,1,2,1,f,t,f,t,13.33203601,52.48606158
216842,3,10,14,5,3,1,f,t,f,f,13.47158879,52.55932351
216841,4,10,17,3,3,5,t,t,f,f,13.31627577,52.49868503
216840,8,11,14,2,3,5,t,f,f,f,13.42869573,52.47900869
216839,5,11,11,7,3,4,f,t,f,t,13.22982801,52.5551521
216838,2,11,15,2,3,5,f,t,f,f,13.43206196,52.49933615
216837,11,10,6,3,2,0,f,f,f,t,13.50053136,52.56142836
216836,4,11,14,7,3,2,f,t,f,f,13.27965194,52.51828599
216835,3,11,17,2,3,5,t,f,f,f,13.42791883,52.54569971
216834,1,11,21,3,3,1,t,t,f,f,13.38899162,52.56689922
216833,4,11,6,6,3,1,t,t,f,f,13.29706399,52.53057703
216832,9,10,19,6,3,5,f,t,f,t,13.63292072,52.45672363
216831,7,10,15,1,3,5,f,t,f,t,13.37135413,52.47463792
216830,7,10,19,7,3,1,f,t,f,f,13.38917499,52.4392649
216829,3,11,22,3,2,0,f,f,f,t,13.49522878,52.63550934
216828,2,11,14,5,3,5,t,t,f,f,13.38929028,52.4960476
216827,1,10,11,7,3,0,t,f,f,f,13.40075759,52.52364119
216826,2,10,16,6,3,5,t,t,f,f,13.43188928,52.50565695
216825,2,10,12,3,3,2,f,t,f,f,13.39581175,52.50359743
216824,8,10,6,4,3,5,f,t,f,t,13.42764463,52.42082909
216823,10,10,17,2,3,5,t,t,f,f,13.55017018,52.49960842
216822,8,11,10,3,3,5,f,t,f,f,13.44993079,52.44560238
216821,12,10,13,4,3,2,f,t,f,t,13.37943185,52.57069453
216820,1,10,19,1,3,8,f,t,f,f,13.39303887,52.53732558
216819,4,11,16,6,3,2,f,t,f,f,13.29486905,52.49768317
216818,1,11,6,7,3,1,f,t,f,f,13.3753097,52.55379151
216817,2,11,12,4,3,5,t,f,f,t,13.4089589,52.50414866
216816,4,11,7,1,3,1,f,t,f,f,13.31775148,52.49460461
216815,1,10,13,5,3,1,f,t,f,f,13.35663799,52.55307434
216814,8,10,15,2,3,3,f,t,f,f,13.45393697,52.47494469
216813,8,11,8,2,3,3,t,t,f,f,13.42620752,52.47741067
216812,6,11,12,4,3,5,t,f,f,t,13.32046957,52.44805
216811,9,11,8,6,3,2,f,t,f,f,13.54699172,52.43147373
216810,7,10,16,2,3,0,t,t,f,f,13.37840534,52.43759604
216809,2,10,19,3,3,0,t,t,f,f,13.45148034,52.52038771
216808,4,11,22,4,3,3,f,t,f,f,13.31316064,52.50055965
216807,7,11,7,4,3,0,f,t,f,f,13.39853058,52.41956871
216806,9,10,11,5,2,6,f,t,t,f,13.47511683,52.47994351
216805,12,10,23,5,3,0,t,f,f,f,13.30034921,52.59144918
216804,8,10,15,6,3,3,f,t,f,f,13.45535646,52.47410447
216803,8,11,18,1,3,1,t,t,f,f,13.42785691,52.4739352
216802,1,11,21,5,3,5,t,f,f,f,13.35468102,52.55205942
216801,8,11,9,2,3,5,f,t,f,t,13.43862541,52.48988017
216800,10,10,9,7,3,6,f,t,t,f,13.5552844,52.56821043
216799,3,11,12,3,3,0,f,f,f,f,13.43206493,52.60420109
216798,9,10,22,4,3,5,t,t,f,f,13.55931983,52.44658336
216797,1,10,6,4,2,5,f,t,f,f,13.40571738,52.51407912
216796,6,10,19,1,3,6,f,t,t,f,13.34273187,52.4345337
216795,7,11,11,7,3,2,t,t,f,f,13.34889069,52.45886847
216794,8,11,15,7,3,2,t,t,f,f,13.44046812,52.46737088
216793,7,11,13,4,3,6,f,t,t,f,13.3378787,52.48827708
216792,4,11,14,7,3,0,f,t,f,f,13.33235686,52.50628423
216791,12,10,12,1,3,5,f,t,f,f,13.31250857,52.56952518
216790,8,10,12,7,3,5,f,t,f,f,13.4789406,52.41418399
216789,10,11,8,5,3,2,f,t,f,f,13.57842036,52.51325509
216788,2,11,18,6,3,6,f,t,t,f,13.41534903,52.50301969
216787,4,10,8,2,3,0,f,f,f,t,13.30948581,52.4723224
216786,9,10,15,4,3,8,f,t,f,f,13.68379492,52.37050652
216785,2,11,8,4,3,5,f,f,f,f,13.37945357,52.49254185
216784,10,11,11,4,3,5,f,t,f,f,13.61074617,52.52689593
216783,3,10,16,5,3,5,t,t,f,f,13.44049365,52.54069706
216782,10,10,12,5,3,3,f,t,f,f,13.55759995,52.50730171
216781,7,10,10,2,3,1,t,t,f,f,13.38540244,52.46712292
216780,10,10,9,6,3,5,t,f,f,f,13.56566499,52.52889357
216779,8,11,7,2,3,6,f,t,t,f,13.44641562,52.48635823
216778,1,11,16,5,3,5,f,t,f,f,13.37045251,52.54529961
216777,1,11,9,3,3,5,t,f,f,t,13.40537584,52.50826494
216776,11,10,19,7,3,0,t,f,f,f,13.47480431,52.50282232
216775,2,10,13,5,3,5,t,t,f,f,13.44230446,52.5008819
216774,4,10,8,2,3,0,f,t,f,t,13.30783413,52.4724882
216773,4,10,22,1,3,5,f,t,f,t,13.32610463,52.53837732
216772,2,11,16,5,3,0,t,t,f,f,13.41966232,52.48983879
216771,9,11,17,1,3,2,f,t,f,f,13.52009845,52.4267839
216770,9,10,11,2,3,2,f,t,f,f,13.53995833,52.45860996
216769,8,11,17,7,3,6,f,t,t,f,13.47386282,52.42581847
216768,6,10,9,6,3,3,f,t,f,t,13.33886718,52.46551071
216767,4,10,16,6,3,5,t,t,f,f,13.31503289,52.50090722
216766,10,10,16,7,3,3,f,t,f,f,13.60464893,52.5383624
216765,1,10,16,6,3,2,t,t,f,f,13.38392496,52.51688557
216764,10,11,15,3,3,5,f,t,f,t,13.61236695,52.51124058
216763,5,11,12,5,3,2,f,t,f,f,13.16570317,52.55118926
216762,11,11,20,4,3,6,f,t,t,f,13.49923775,52.51037168
216761,7,10,21,1,2,6,f,f,t,f,13.40131325,52.41463747
216760,2,10,20,5,3,5,f,t,f,f,13.39696249,52.50531291
216759,2,10,13,3,3,1,t,t,f,f,13.44032249,52.50488452
216758,1,11,19,6,3,1,f,t,f,f,13.34334765,52.52737023
216757,3,11,13,2,3,5,t,t,f,f,13.47586414,52.55042898
216756,10,10,7,4,3,0,t,f,f,f,13.55350079,52.50251989
216755,11,10,12,1,3,2,f,t,f,f,13.53601411,52.47784738
216754,7,11,17,7,3,6,f,f,t,f,13.38691116,52.48324688
216753,12,11,15,7,3,1,t,t,f,f,13.37009652,52.56891547
216752,6,11,21,3,3,0,f,t,f,t,13.24755555,52.42682355
216751,3,11,6,6,2,5,t,f,f,f,13.36985077,52.58937295
216750,5,10,15,6,1,6,f,f,t,t,13.1829182,52.54787408
216749,10,10,13,7,3,2,f,t,f,f,13.56520116,52.54479108
216748,12,10,12,7,3,2,f,t,f,f,13.28997981,52.57554501
216747,7,11,15,4,3,6,t,f,t,f,13.32824523,52.46721977
216746,1,11,19,5,2,6,f,t,t,f,13.38447685,52.55607608
216745,10,10,13,7,3,2,f,t,f,t,13.56177053,52.49364367
216744,3,10,11,6,3,6,f,t,t,f,13.49316029,52.63636739
216743,2,10,16,4,3,2,f,f,f,t,13.46880546,52.50247095
216742,1,10,14,4,2,1,t,f,f,f,13.40243074,52.53115218
216741,4,10,13,3,3,2,t,f,f,f,13.29335649,52.49744872
216740,4,11,15,4,2,5,f,t,f,f,13.29397589,52.53348357
216739,11,11,14,3,2,3,t,f,f,f,13.52774151,52.489569
216738,6,10,10,4,2,5,t,t,f,f,13.29228978,52.44141714
216737,9,10,17,4,3,5,t,f,f,f,13.52947007,52.42960666
216736,5,10,8,2,3,1,f,f,f,f,13.20514375,52.56087677
216735,6,11,23,6,2,0,f,f,f,f,13.34123085,52.43368472
216734,1,11,13,7,3,2,f,t,f,f,13.36803271,52.52591902
216733,3,11,7,4,3,1,t,t,f,f,13.4372886,52.53626528
216732,11,11,10,1,2,0,f,t,f,f,13.47582724,52.53324591
216731,1,10,14,7,3,0,f,t,f,f,13.35224978,52.54299156
216730,12,10,13,5,3,0,t,t,f,f,13.3322879,52.57636079
216729,2,10,9,2,3,8,f,t,f,f,13.43782762,52.50614152
216728,2,11,13,2,3,0,t,f,f,t,13.45828519,52.51268276
216727,5,11,13,5,3,5,f,t,f,f,13.14169045,52.5325062
216726,12,11,14,6,3,5,t,t,f,f,13.31513214,52.58637805
216725,1,10,17,7,3,5,t,t,f,f,13.39209606,52.55404984
216724,1,10,9,5,3,0,t,f,f,f,13.41742984,52.51297807
216723,3,11,15,6,3,2,f,t,f,f,13.45611601,52.52842833
216722,1,11,16,4,3,2,f,t,f,f,13.35613128,52.50980622
216721,1,10,16,4,3,0,t,t,f,f,13.41051805,52.51245795
216720,2,10,8,5,3,0,f,f,f,t,13.45557803,52.51808654
216719,9,10,12,6,3,5,t,t,f,f,13.51404492,52.46234673
216718,3,11,7,2,3,5,t,t,f,f,13.45942158,52.56281635
216717,1,11,16,5,3,5,t,f,f,f,13.40977994,52.52401536
216716,11,11,7,3,3,5,t,t,f,f,13.47433443,52.50463933
216715,1,10,22,7,3,2,f,t,f,f,13.36874994,52.50890357
216714,5,10,14,5,3,4,t,f,f,f,13.18365776,52.5476613
216713,12,10,15,2,3,3,f,f,f,t,13.28911397,52.59579144
216712,12,11,12,2,3,0,f,f,t,f,13.33426115,52.58237851
216711,1,11,17,5,3,5,f,f,f,f,13.41067065,52.52797787
216710,2,11,15,1,3,6,f,t,t,f,13.46757797,52.49585509
216709,3,10,15,2,3,4,t,f,f,f,13.42756038,52.56794173
216708,12,10,17,1,3,2,f,t,f,f,13.33083615,52.56235753
216707,4,11,21,7,3,1,f,t,f,f,13.29711083,52.52845497
216706,12,10,7,6,3,2,f,t,f,f,13.29225239,52.60778586
216705,6,10,14,7,3,5,f,t,f,f,13.33935659,52.45864442
216704,8,10,21,6,3,3,t,t,f,f,13.43062699,52.46867582
216703,6,10,18,6,3,1,f,t,f,f,13.24136702,52.44382681
216702,4,11,11,3,3,2,t,t,f,f,13.3176479,52.50140992
216701,5,11,18,5,3,5,t,t,f,f,13.20846131,52.56161857
216700,1,10,9,7,3,1,t,t,f,f,13.38187285,52.53820816
216699,1,10,5,3,3,6,f,f,t,f,13.35754749,52.53590203
216698,4,10,1,4,3,0,f,f,f,f,13.30514661,52.50255628
216697,7,11,16,1,3,0,t,f,f,f,13.34526929,52.49199442
216696,8,10,8,3,3,0,f,f,f,f,13.43981824,52.47590909
216695,8,10,13,5,3,6,f,t,t,f,13.45469658,52.42346367
216694,12,10,11,3,3,6,f,t,t,f,13.33510872,52.5956528
216693,1,11,18,2,3,5,t,t,f,f,13.35153634,52.50951353
216692,4,11,14,5,3,2,t,t,f,f,13.31746088,52.51196124
216691,8,11,13,7,3,5,f,t,f,f,13.47239822,52.43680941
216690,6,10,18,3,3,2,f,t,f,f,13.33333789,52.45833579
216689,11,11,7,6,3,5,t,t,f,f,13.49483432,52.54543035
