accident_id,district_code,accident_month,accident_hour,accident_weekday,accident_category_code,accident_type_code,involves_bicycle,involves_pedestrian,longitude,latitude
216626,8,10,13,6,3,4,t,f,13.42069821,52.46888503
216625,5,11,8,4,3,5,t,f,13.24163029,52.54337407
216624,10,11,9,5,3,5,t,f,13.62374866,52.52190103
216620,1,10,8,2,3,5,t,f,13.39130208,52.53621992
216619,1,11,8,2,3,5,t,f,13.38677104,52.54345054
216618,4,10,15,4,3,5,t,f,13.301066,52.52806897
216616,1,11,18,7,3,0,t,f,13.36384461,52.54830015
216615,1,11,9,3,3,5,t,f,13.35628351,52.54320751
216609,3,10,9,2,3,6,f,t,13.42443664,52.53293753
216608,11,10,7,4,3,5,t,f,13.47945155,52.51619707
216607,2,11,11,5,3,5,t,f,13.43734543,52.51081187
216604,3,10,15,5,3,1,t,f,13.40172322,52.56868647
216603,1,10,15,2,3,1,t,f,13.41760087,52.51334903
216600,7,11,13,5,2,6,f,t,13.38220136,52.39938756
216598,3,10,12,7,3,2,t,f,13.42876759,52.58174554
216594,4,11,13,7,3,5,t,f,13.32306717,52.49067983
216593,9,11,9,2,3,5,t,f,13.5504115,52.42915252
216590,5,10,8,7,3,7,t,f,13.1436323,52.45535062
216588,5,11,20,3,3,5,t,f,13.17194199,52.55013197
216583,3,11,10,5,3,1,t,f,13.47363336,52.60995417
216582,6,11,7,3,3,1,t,f,13.30532563,52.46564862
216581,6,10,10,4,3,5,t,f,13.25007242,52.42123494
216577,2,11,16,4,3,6,f,t,13.39456068,52.48737405
216576,8,11,17,3,3,1,t,f,13.45113562,52.47355068
216575,1,10,15,7,3,6,t,t,13.39099336,52.5448523
216574,9,10,14,4,2,0,t,f,13.54991445,52.43626561
216572,3,10,15,1,3,2,t,f,13.46066018,52.5638208
216570,3,11,18,5,3,5,t,f,13.4132368,52.54767621
216568,2,10,20,4,3,5,t,f,13.45769721,52.51280133
216567,6,11,17,6,2,6,f,t,13.34302581,52.43967448
216566,1,11,9,4,3,5,t,f,13.36668252,52.55729216
216565,5,10,18,4,3,6,f,t,13.19830424,52.54845094
216562,9,10,21,1,3,5,t,f,13.55502377,52.43253311
216560,4,11,18,2,2,6,f,t,13.29964078,52.47330867
216555,1,10,7,3,3,5,t,f,13.41515451,52.52083594
216554,8,11,13,2,3,6,f,t,13.45318897,52.48287403
216553,6,11,11,7,2,5,t,f,13.33965441,52.44776802
216550,2,11,18,7,3,5,t,f,13.43041849,52.4992144
216549,11,11,22,2,2,6,t,t,13.50775348,52.54504034
216548,4,11,15,2,3,6,f,t,13.31277395,52.48987297
216547,1,10,14,6,3,6,f,t,13.38392061,52.51691312
216546,2,10,17,6,3,5,t,f,13.38662062,52.505373
216543,3,11,17,3,2,6,f,t,13.45167896,52.53503769
216542,6,11,16,5,2,5,t,f,13.32874848,52.45417061
216541,9,10,9,7,2,6,f,t,13.53676615,52.39787901
216539,12,10,17,3,2,4,t,f,13.27574038,52.59750842
216538,7,10,21,2,3,5,t,f,13.33910891,52.49231657
216536,5,10,15,4,2,6,f,t,13.19582126,52.52926985
216531,1,11,12,7,3,5,t,f,13.34140687,52.52057782
216529,9,10,19,7,3,4,t,f,13.59331104,52.4501155
216525,9,10,18,4,3,5,t,f,13.53653258,52.45993509
216523,3,11,8,3,2,5,t,f,13.42875718,52.57800946
216517,1,11,17,3,3,0,t,f,13.39133514,52.56344871
216515,4,10,11,5,3,3,t,f,13.32043979,52.48546949
216514,11,10,7,2,3,6,f,t,13.51291092,52.56631824
216513,10,10,14,1,3,5,t,f,13.6085282,52.54299402
216508,1,11,0,6,3,0,t,f,13.33351806,52.52784405
216505,3,10,13,7,2,6,t,t,13.40975334,52.53589281
216504,8,10,17,7,3,6,f,t,13.43243473,52.48834206
216503,3,11,17,2,3,2,t,f,13.41672193,52.54704581
216502,4,11,9,6,3,6,t,t,13.32169626,52.48822353
216497,7,11,13,2,3,1,t,f,13.37258938,52.48789897
216493,5,11,19,7,2,6,f,t,13.16547,52.55108533
216491,8,11,16,4,3,5,t,f,13.43624528,52.46745943
216487,1,11,22,7,3,6,f,t,13.3494112,52.54234954
216485,5,10,12,5,3,6,f,t,13.20559191,52.54183953
216484,9,11,10,7,3,5,t,f,13.51346283,52.46459675
216482,12,10,7,5,3,5,t,f,13.35163281,52.57806933
216480,4,10,5,1,2,5,t,f,13.29949078,52.51975876
216478,6,11,14,2,2,6,f,t,13.32030723,52.4570194
216477,4,11,17,5,3,6,f,t,13.32743128,52.52202214
216476,7,11,15,4,3,1,f,t,13.38670783,52.45057682
216473,2,10,14,3,3,6,f,t,13.46572878,52.5014055
216470,1,11,11,2,3,5,t,f,13.38996617,52.50944457
216469,5,10,15,3,2,1,t,f,13.19461744,52.53180133
216466,9,11,14,3,3,6,t,t,13.57873063,52.45787365
216465,1,11,18,6,3,3,t,f,13.35300578,52.55951608
216463,5,10,16,6,3,3,t,f,13.15526165,52.5513612
216462,6,10,17,7,2,6,f,t,13.28820751,52.46498329
216461,9,11,15,4,3,6,t,t,13.51392078,52.46288498
216459,3,10,9,6,3,1,t,f,13.43954933,52.53562014
216456,8,10,11,4,3,1,t,f,13.4291599,52.47145189
216451,4,11,13,7,3,5,t,f,13.2496798,52.51557566
216449,3,11,15,1,2,6,f,t,13.42756324,52.57690838
216447,6,10,15,7,3,1,t,f,13.32506945,52.43697443
216445,8,11,14,6,3,5,t,f,13.44751009,52.47260494
216444,3,10,18,7,3,5,t,f,13.40251027,52.58559586
216443,6,10,22,3,3,6,f,t,13.34591059,52.43644214
216442,11,11,13,5,3,5,t,f,13.49650479,52.53398574
216440,3,10,10,5,3,5,t,f,13.4653622,52.52343443
216439,2,10,19,5,3,5,t,f,13.42764435,52.49619403
216437,10,11,6,2,3,6,f,t,13.59951151,52.54390549
216436,9,11,16,5,3,5,t,f,13.50240504,52.46123204
216434,8,10,15,7,3,6,f,t,13.42361922,52.46544309
216433,6,10,18,5,2,5,t,f,13.33017236,52.44529752
216432,1,10,15,3,3,5,t,f,13.35144046,52.53945451
216431,1,11,15,2,3,1,t,f,13.40897735,52.51039374
216426,10,10,14,5,3,5,t,f,13.52934344,52.52561018
216425,1,10,9,6,3,5,t,f,13.40561898,52.53453765
216423,1,10,16,6,2,6,t,t,13.3860046,52.55588942
216422,3,11,10,3,3,5,t,f,13.42699977,52.55221122
216421,10,11,7,6,2,6,f,t,13.61985376,52.53926706
216420,1,11,13,4,3,5,t,f,13.39302184,52.51500761
216419,4,10,22,1,3,6,f,t,13.30852754,52.47932785
216417,7,10,12,4,3,6,f,t,13.38440991,52.45697597
216414,1,10,17,1,3,5,t,f,13.36425665,52.50996969
216411,4,11,9,3,3,0,t,f,13.33619566,52.50527957
216410,8,11,16,6,3,6,f,t,13.44935756,52.47501705
216408,11,10,9,1,3,5,t,f,13.5069958,52.49685213
216407,11,11,12,4,3,6,f,t,13.5200818,52.50529147
216406,11,11,18,5,3,6,f,t,13.49451935,52.50383726
216404,5,10,15,6,3,6,f,t,13.19780256,52.53311315
216403,7,10,11,4,3,5,t,f,13.36093695,52.41700543
216401,4,11,17,5,3,1,t,f,13.3264783,52.49091527
216398,7,10,10,4,3,5,t,f,13.38286278,52.43825294
216395,11,11,9,7,3,0,t,f,13.46990318,52.54130217
216394,2,11,14,4,3,4,t,f,13.3870978,52.49315304
216390,12,10,11,2,3,5,t,f,13.31524287,52.5779174
216388,10,11,13,4,3,2,t,f,13.60150933,52.53328047
216386,3,10,16,2,2,5,t,f,13.40804131,52.57289193
216385,1,9,7,4,3,3,t,f,13.42816503,52.50723579
216384,10,9,16,2,3,6,f,t,13.60237681,52.4790816
216383,4,9,7,3,3,5,t,f,13.31438708,52.47278767
216382,1,9,20,2,3,1,t,f,13.35878309,52.50086854
216381,1,9,12,6,3,6,t,t,13.35491565,52.55000002
216380,4,9,16,4,3,0,t,f,13.32801343,52.4797421
216378,2,8,14,6,3,5,t,f,13.43203388,52.50572828
216377,4,9,15,2,3,1,t,f,13.29035045,52.47396967
216375,8,9,16,7,3,3,t,f,13.43587758,52.48378974
216374,6,10,14,6,3,5,t,f,13.3146688,52.41735055
216373,7,9,19,3,3,6,f,t,13.33526636,52.47240576
216372,2,9,14,3,2,5,t,f,13.40467912,52.49088898
216370,10,8,13,3,3,5,t,f,13.57353036,52.54653685
216368,5,9,8,5,3,6,t,t,13.18787902,52.53932311
216367,3,9,17,3,3,5,t,f,13.36741544,52.58627711
216366,1,9,17,7,3,5,t,f,13.35390555,52.52852749
216364,1,9,19,7,3,3,t,f,13.39097358,52.53995031
216362,1,9,9,5,2,3,t,f,13.34770763,52.52477906
216361,1,9,16,5,3,6,f,t,13.36806102,52.50253264
216359,3,9,12,4,3,4,t,f,13.48791037,52.61841028
216354,2,9,12,3,3,6,f,t,13.41934314,52.50134672
216353,6,9,7,3,2,5,t,f,13.21209329,52.43395276
216352,4,9,10,5,3,3,t,f,13.28901639,52.51894838
216350,4,9,15,3,3,6,f,t,13.32362878,52.48645686
216348,2,9,15,6,3,5,t,f,13.39765976,52.49517007
216346,2,9,6,5,3,4,t,f,13.40358771,52.49391415
216345,6,9,10,5,3,6,f,t,13.31326995,52.41880059
216342,6,9,15,2,3,6,f,t,13.31903747,52.4574999
216341,2,9,12,1,2,5,t,f,13.45105177,52.50854809
216339,4,9,13,6,3,0,t,f,13.29627901,52.48411178
216337,9,9,16,3,3,5,t,f,13.58442868,52.46420055
216336,2,9,16,3,3,5,t,f,13.44655082,52.50272547
216335,2,9,18,3,3,1,t,f,13.45935746,52.50102276
216334,2,8,15,2,2,5,t,f,13.42620357,52.5158061
216327,3,8,17,3,3,5,t,f,13.41482442,52.55385933
216326,3,9,14,1,3,5,t,f,13.37091649,52.59067948
216324,8,9,18,5,3,6,f,t,13.43844094,52.41750692
216322,9,9,7,4,3,5,t,f,13.52110381,52.44172019
216319,9,8,17,3,3,6,t,t,13.57906133,52.45823902
216317,5,9,14,4,3,0,t,f,13.23316704,52.53953665
216315,1,9,19,1,3,5,t,f,13.38420252,52.55603754
216313,11,9,21,2,2,1,t,f,13.53985684,52.49372715
216312,1,9,15,5,3,0,t,f,13.41042522,52.51703583
216311,4,9,17,1,3,5,t,f,13.33663144,52.50511614
216310,2,8,14,6,2,3,t,f,13.44550817,52.50164496
216309,3,9,6,5,3,5,t,f,13.42717465,52.54491337
216308,4,9,15,6,2,5,t,f,13.30573041,52.47974851
216307,6,9,16,4,3,6,f,t,13.34707507,52.44996379
216306,12,9,14,4,3,0,t,f,13.22626806,52.61340966
216305,2,8,10,6,3,2,t,f,13.39948752,52.49824791
216304,7,8,11,4,3,5,t,f,13.34993167,52.47024444
216301,1,9,13,6,2,6,f,t,13.36381666,52.543556
216297,9,9,8,3,3,5,t,f,13.54110662,52.43011745
216295,6,8,19,3,3,3,t,f,13.32659443,52.40631284
216294,1,9,10,2,3,6,t,t,13.38778537,52.55544482
216293,10,9,15,5,3,3,t,f,13.6339654,52.53860595
216291,6,8,14,7,2,5,t,f,13.14778386,52.41828377
216287,8,9,21,4,3,5,t,f,13.43223748,52.46454045
216285,8,8,22,4,3,6,f,t,13.44180008,52.4697141
216284,3,9,2,7,2,5,t,f,13.38976021,52.57429667
216283,1,9,16,5,3,5,t,f,13.39603839,52.53834939
216278,6,9,18,3,3,5,t,f,13.36466838,52.42705831
216274,4,9,12,7,3,5,t,f,13.32468763,52.49506812
216271,8,8,21,1,3,4,t,f,13.44274735,52.4804082
216269,8,8,22,6,3,6,f,t,13.42484757,52.4822447
216268,2,9,17,7,3,6,f,t,13.4659353,52.50887254
216267,9,9,9,7,3,2,t,f,13.57519493,52.42442854
216264,6,10,6,6,3,3,t,f,13.31232472,52.41971477
216263,1,9,16,3,3,6,f,t,13.3816644,52.55630959
216262,2,9,17,3,3,5,t,f,13.45752259,52.51286161
216261,6,9,7,3,3,5,t,f,13.35320676,52.44930924
216259,11,9,10,6,3,1,t,f,13.52260721,52.50683915
216256,4,9,9,7,3,0,t,f,13.31564025,52.46974367
216255,12,9,14,4,3,5,t,f,13.35448267,52.61807207
216252,9,9,15,4,3,3,t,f,13.68575658,52.4429488
216251,7,9,16,5,3,5,t,f,13.33273013,52.47547308
216250,8,9,15,4,3,5,t,f,13.44476932,52.48509734
216246,4,9,17,6,3,5,t,f,13.28683884,52.51297162
216245,7,9,15,4,3,6,f,t,13.36666266,52.47473111
216244,6,9,20,3,3,0,t,f,13.32652596,52.45971082
216242,1,9,14,5,2,5,t,f,13.36105558,52.55536577
216240,3,9,15,1,3,6,f,t,13.48331722,52.61188405
216238,1,9,7,6,3,5,t,f,13.37318181,52.5470586
216230,1,8,8,2,3,2,t,f,13.37379338,52.54744072
216229,10,9,13,6,2,5,t,f,13.5616338,52.50105236
216228,4,9,17,4,3,0,t,f,13.30958422,52.5065914
216222,5,9,20,6,3,1,t,f,13.26384797,52.54074203
216221,7,9,18,4,3,3,t,f,13.36026426,52.48200883
216219,3,9,18,2,3,0,t,f,13.4210161,52.56537076
216217,3,8,20,3,2,0,t,t,13.43844237,52.56665132
216216,4,9,19,5,3,4,t,f,13.33169048,52.50535259
216215,12,9,16,6,3,6,f,t,13.3062012,52.62701259
216213,11,9,7,3,2,6,f,t,13.49625698,52.52042048
216212,2,9,9,4,3,5,t,f,13.43753732,52.50337759
216210,3,8,7,5,3,5,t,f,13.42639461,52.60313147
216209,10,8,18,3,3,3,t,f,13.57994549,52.52545017
216207,9,9,16,3,3,5,t,f,13.61269165,52.45419925
216203,3,8,17,2,2,3,t,f,13.40059764,52.55441591
216202,6,9,18,6,3,5,t,f,13.33154029,52.46377512
216196,9,9,18,2,3,1,t,f,13.53635466,52.4602152
216193,4,10,8,6,3,5,t,f,13.3294503,52.48165438
216192,7,9,11,3,2,1,t,f,13.38279195,52.47200761
216191,2,9,8,3,3,5,t,f,13.38670722,52.49130415
216189,4,8,8,3,3,0,t,f,13.30937738,52.5073258
216188,1,9,9,6,3,5,t,f,13.41719446,52.51246753
216184,7,8,23,3,3,1,t,f,13.34496739,52.48630538
216183,9,9,13,5,3,0,f,t,13.59149646,52.42630345
216182,4,9,11,7,3,0,t,f,13.33143775,52.50376622
216177,9,9,12,4,3,6,f,t,13.56245014,52.45667508
216176,3,8,16,5,3,5,t,f,13.43388545,52.61209951
216174,1,9,16,6,3,3,t,f,13.32798729,52.53289094
216173,2,9,8,5,3,5,t,f,13.38836492,52.50198352
216169,6,9,10,2,3,6,t,t,13.26835665,52.44717044
216168,4,9,15,1,3,0,t,f,13.25969859,52.51619169
216166,5,9,7,5,3,5,t,f,13.14171765,52.54693211
216165,6,9,13,6,3,1,t,f,13.27714495,52.43244635
216164,8,9,18,4,3,0,t,f,13.42873874,52.49324927
216161,6,9,15,5,3,0,t,f,13.28007774,52.45941357
216160,9,8,8,4,3,5,t,f,13.55934701,52.42333599
216159,1,9,15,1,3,5,t,f,13.34332475,52.52623249
216156,5,9,7,4,3,5,t,f,13.2673447,52.53115448
216153,11,9,14,2,3,0,t,f,13.49221577,52.54395796
216152,4,8,14,3,2,3,t,f,13.33057436,52.50357487
216151,9,9,15,6,3,6,t,t,13.51898049,52.45413549
216150,3,9,16,4,3,6,t,t,13.4411765,52.54346857
216147,3,9,7,2,3,6,t,t,13.44164322,52.54327567
216145,4,8,9,3,3,5,t,f,13.28061261,52.51684452
216142,4,9,17,3,3,5,t,f,13.26456558,52.52077235
216141,7,9,15,4,3,5,t,f,13.41615268,52.45957439
216139,12,8,15,5,2,8,t,f,13.2254688,52.61351744
216138,4,8,19,3,3,5,t,f,13.28170806,52.47647253
216129,1,9,18,5,3,2,t,f,13.41587139,52.52155245
216127,1,9,19,4,3,1,t,f,13.40078355,52.53028943
216126,2,8,6,6,3,5,t,f,13.38805794,52.49296994
216125,8,8,21,4,2,6,f,t,13.45580718,52.47398875
216124,8,9,15,7,3,6,f,t,13.43368104,52.48495877
216122,6,9,14,3,3,2,t,f,13.262606,52.43927852
216121,7,9,14,2,3,3,t,f,13.33393304,52.47150179
216120,12,9,8,4,2,6,f,t,13.29015853,52.57554207
216119,1,9,18,2,2,5,t,f,13.41712972,52.51610358
216118,3,9,16,2,3,5,t,f,13.44232016,52.54658939
216117,9,8,12,2,2,6,f,t,13.58618551,52.42547788
216114,3,9,11,6,3,6,f,t,13.42557659,52.60799596
216113,1,9,7,4,3,1,t,f,13.39144575,52.52533976
216112,1,9,11,1,3,5,t,f,13.4114556,52.52395585
216111,3,8,11,7,3,5,t,f,13.44509383,52.58136901
216103,6,9,17,4,3,6,t,t,13.25781178,52.43658795
216102,1,9,10,3,3,5,t,f,13.34192413,52.53422712
216101,4,9,16,7,3,0,t,f,13.3131523,52.49991813
216100,2,9,20,4,3,0,f,t,13.40913927,52.50178298
216099,11,9,15,2,3,5,t,f,13.48181985,52.52687663
216098,6,9,9,2,3,6,f,t,13.32849267,52.46323124
216096,1,9,1,6,3,5,t,f,13.39292362,52.52746306
216095,11,9,10,7,3,5,t,f,13.5244972,52.47866138
216091,1,8,18,4,3,6,f,t,13.33193665,52.52712793
216089,10,9,14,5,2,5,t,f,13.52755094,52.53722791
216085,11,9,15,3,3,5,t,f,13.5141606,52.5353581
216084,7,8,16,3,2,6,t,t,13.36720057,52.49344213
216083,2,9,13,6,3,6,f,t,13.43967823,52.52393359
216082,9,9,17,4,3,0,t,f,13.51061844,52.44463503
216081,1,8,12,2,3,6,f,t,13.38824978,52.52042096
216078,7,9,16,7,3,1,t,f,13.36944526,52.48815722
216074,2,9,9,5,3,1,t,f,13.39064133,52.50598564
216073,4,9,16,5,3,6,f,t,13.3325213,52.50602716
216072,3,9,15,4,3,5,t,f,13.42361052,52.55618163
216071,1,9,8,3,3,5,t,f,13.33550727,52.53308969
216069,9,8,13,3,3,0,t,f,13.51205052,52.47079927
216068,4,9,14,6,3,5,t,f,13.28662581,52.51888103
216067,6,9,17,5,3,0,t,f,13.34286986,52.4453811
216066,3,9,11,2,3,6,t,t,13.42338726,52.53705367
216065,1,9,17,7,3,6,t,t,13.34690033,52.5505392
216064,8,8,12,3,2,5,t,f,13.43396607,52.48984627
216063,10,9,9,2,3,5,t,f,13.61950597,52.53312524
216061,9,8,17,7,3,6,f,t,13.5717053,52.45373363
216059,8,9,4,7,3,6,f,t,13.4276462,52.48113005
216051,6,9,14,4,3,5,t,f,13.36616408,52.43028573
216050,4,9,8,3,3,5,t,f,13.33278185,52.47974237
216048,4,9,10,3,3,1,t,f,13.3237807,52.49472324
216047,2,9,10,3,3,4,t,f,13.43129909,52.50497957
216044,9,9,19,1,3,1,t,f,13.51383083,52.46330606
216042,9,9,17,5,2,6,f,t,13.58871168,52.45551391
216041,12,8,12,7,3,5,t,f,13.36435733,52.562646
216039,12,9,15,1,3,5,t,f,13.29095513,52.58100842
216038,11,8,6,3,3,6,f,t,13.47375237,52.53617561
216035,1,9,7,4,3,6,f,t,13.3801115,52.56030916
216030,1,8,3,6,2,0,t,f,13.39668694,52.51114382
216029,2,9,19,2,3,0,t,f,13.45667318,52.50979348
216028,9,9,8,7,2,5,t,f,13.50191585,52.46079086
216027,2,9,16,6,3,5,t,f,13.41769667,52.49926921
216020,4,9,16,3,2,6,f,t,13.30805705,52.51703842
216017,9,8,6,2,3,2,t,f,13.57249541,52.46123425
216016,12,9,9,6,3,6,f,t,13.32673524,52.5632029
216012,7,9,18,2,3,2,t,f,13.35952461,52.39905806
216009,3,9,21,7,3,0,f,t,13.42532302,52.52818989
216006,4,9,11,6,3,1,t,f,13.29713727,52.51226035
216002,1,8,9,3,3,2,t,f,13.387547,52.52458342
216001,5,9,18,6,3,0,t,f,13.25887139,52.54810598
216000,10,9,7,5,3,5,t,f,13.56640471,52.53428807
215999,3,9,0,2,3,6,f,t,13.42981578,52.613507
215998,7,9,17,2,2,5,t,f,13.33264897,52.46911454
215996,5,9,20,2,3,6,f,t,13.19706496,52.53834234
215995,6,9,14,1,3,3,t,f,13.11041554,52.41889208
215993,9,9,7,6,3,5,t,f,13.57679818,52.46401266
215990,5,9,14,6,2,5,t,f,13.20277294,52.54087076
215989,5,9,15,5,3,5,t,f,13.26504603,52.536658
215987,10,8,17,4,3,6,f,t,13.56559785,52.50727322
215984,11,9,11,4,3,0,f,t,13.49784129,52.54688623
215983,1,9,9,2,3,5,t,f,13.37921118,52.50699452
215980,1,9,13,2,3,6,f,t,13.38386746,52.51841273
215979,7,8,13,2,3,5,t,f,13.37820812,52.46628256
215978,3,9,12,6,3,5,t,f,13.43580274,52.55109566
215976,1,9,6,5,3,5,t,f,13.38910896,52.53461128
215974,1,10,19,6,3,5,t,f,13.37679083,52.50963555
215972,4,9,14,2,3,6,f,t,13.29834268,52.51800182
215971,11,9,16,7,3,6,t,t,13.47676097,52.500918
215970,1,9,17,5,3,0,t,f,13.40614333,52.53509702
215969,2,9,16,6,3,5,t,f,13.38516491,52.50219247
215966,3,9,12,3,2,6,f,t,13.46565792,52.5521041
215965,12,9,10,4,2,5,t,f,13.34764295,52.59483732
215964,1,8,7,3,3,0,t,f,13.38418632,52.5100163
215963,1,9,14,6,3,0,t,f,13.39290386,52.51918017
215962,8,9,18,3,3,5,t,f,13.44009403,52.48957565
215960,12,9,14,4,3,6,f,t,13.29684397,52.62157317
215959,6,9,21,7,3,5,t,f,13.3354334,52.45151258
215955,6,9,15,4,3,5,t,f,13.33872966,52.44439304
215954,3,9,7,4,3,5,t,f,13.43393973,52.60849
215952,1,8,12,3,3,5,t,f,13.35944965,52.52329469
215951,4,9,12,7,3,5,t,f,13.30631479,52.51758748
215950,11,9,16,5,3,2,t,f,13.49539643,52.54703556
215949,10,9,7,3,3,5,t,f,13.5581152,52.52963589
215947,5,9,20,4,3,1,t,f,13.21828964,52.55745686
215946,2,9,15,2,3,3,t,f,13.39906486,52.50686936
215943,1,9,8,5,3,5,t,f,13.34294142,52.52531604
215941,7,9,18,4,3,0,t,f,13.38576518,52.46708637
215938,3,9,12,1,2,5,f,t,13.48579202,52.61585559
215937,3,8,9,6,3,5,t,f,13.40807343,52.54722273
215936,3,9,18,5,3,5,t,f,13.45723475,52.56106718
215934,1,9,7,4,3,5,t,f,13.37552111,52.54329931
215933,1,9,11,4,2,6,f,t,13.37859524,52.55041809
215932,7,8,11,5,3,0,t,f,13.37289381,52.43681343
215931,6,8,20,3,2,0,t,f,13.25065735,52.43513265
215929,12,8,14,2,3,0,t,f,13.30048053,52.57941944
215927,6,9,22,2,3,2,t,f,13.34973093,52.45025014
215925,8,9,6,4,3,5,t,f,13.4505741,52.48638491
215923,1,9,13,2,3,5,t,f,13.37643168,52.54310099
215921,5,9,7,5,3,0,t,f,13.23312243,52.52761887
215920,2,9,21,6,3,5,t,f,13.43116763,52.49922531
215918,1,9,14,6,2,0,t,f,13.34123075,52.50556204
215914,3,9,12,1,3,1,t,f,13.43262618,52.60526102
215913,4,9,13,6,3,5,t,f,13.30913761,52.50648547
215911,7,9,13,3,2,5,t,f,13.35903066,52.49436577
215910,6,9,18,3,3,3,t,f,13.32598949,52.45919166
215908,2,9,16,3,3,6,f,t,13.46887821,52.50246017
215903,6,8,7,7,3,1,t,f,13.2567178,52.42936486
215901,2,9,11,1,3,5,t,f,13.39554999,52.49773659
215900,7,8,16,3,3,5,t,f,13.34990143,52.50083891
215899,12,9,16,6,3,5,t,f,13.28327425,52.58295157
215896,2,9,16,3,3,5,t,f,13.44072113,52.52441433
215895,4,9,11,3,2,6,f,t,13.32184967,52.50577673
215894,4,8,11,5,3,2,t,f,13.32222467,52.506417
215893,4,8,11,3,3,5,t,f,13.30309548,52.51353067
215892,11,9,7,6,3,6,f,t,13.48971964,52.5205221
215890,6,9,16,2,3,1,t,f,13.30457421,52.43696582
215886,3,8,22,7,3,5,t,f,13.38379102,52.5727594
215885,11,9,16,5,3,2,t,f,13.5009947,52.50915332
215884,2,9,13,6,3,5,t,f,13.39276918,52.4920341
215879,8,8,18,4,2,1,t,f,13.43603403,52.42424148
215876,7,9,17,3,3,1,t,f,13.36412037,52.47587438
215875,8,9,23,1,3,6,f,t,13.43294562,52.46459526
215870,2,9,21,5,3,5,t,f,13.45203057,52.51068857
215869,2,9,17,6,2,3,t,f,13.46614092,52.50010599
215867,7,8,12,2,3,5,t,f,13.34444927,52.48557597
215857,6,8,16,3,3,1,t,f,13.3388084,52.45395986
215853,6,8,16,5,3,5,t,f,13.31559464,52.4431967
215852,4,9,15,2,3,5,t,f,13.30592485,52.50678052
215851,9,9,15,6,3,6,f,t,13.58241015,52.44245733
215850,1,8,15,3,3,1,t,f,13.35254055,52.53968599
215848,12,10,14,6,3,6,f,t,13.32021355,52.57596849
215843,7,9,13,6,3,5,t,f,13.35333549,52.50093877
215842,6,9,13,6,3,6,t,t,13.35971228,52.43172936
215840,12,9,10,2,3,1,t,f,13.35580492,52.56879943
215839,4,9,8,3,3,5,t,f,13.31658872,52.49951724
215838,8,9,18,3,2,6,f,t,13.47354231,52.4242769
215835,6,9,8,4,3,5,t,f,13.34399496,52.43526542
215834,1,8,13,7,3,2,t,f,13.42173845,52.51423351
215830,1,9,16,6,3,3,t,f,13.38871754,52.51769248
215827,1,9,13,4,3,6,t,t,13.34432364,52.53152861
215825,7,8,10,5,3,5,t,f,13.3288431,52.47232632
215824,2,8,15,3,3,4,t,f,13.44917471,52.51776462
215822,4,9,14,3,3,1,t,f,13.29737614,52.49561784
215820,10,9,11,7,3,0,t,f,13.56402307,52.55641722
215819,5,9,15,4,3,5,t,f,13.22321304,52.53710861
215817,8,8,20,7,3,1,t,f,13.45299738,52.48178476
215816,10,9,15,4,3,6,t,t,13.60028072,52.47560701
215812,1,8,17,5,3,6,f,t,13.37686933,52.55661744
215808,1,9,15,5,3,6,f,t,13.42452781,52.51639263
215806,2,9,7,2,3,5,t,f,13.42170342,52.49296487
215805,1,9,21,4,3,0,t,f,13.39861713,52.5325576
215801,1,9,20,5,3,5,t,f,13.3794029,52.52943285
215797,12,8,11,6,3,5,t,f,13.32544792,52.60830639
215796,2,8,16,4,3,5,t,f,13.44384176,52.50008758
215792,11,9,17,3,3,6,t,t,13.48340019,52.52869965
215790,11,9,17,3,3,0,t,f,13.47526209,52.50172907
215789,8,8,14,3,3,1,t,f,13.45094871,52.43850452
215788,7,9,13,6,3,3,t,f,13.34522061,52.48487236
215787,9,9,16,4,3,5,t,f,13.67263039,52.4185517
215786,7,8,15,2,3,5,t,f,13.37089721,52.49265788
215785,7,8,9,6,3,5,t,f,13.36092405,52.49426084
215782,4,8,10,3,3,5,t,f,13.33515032,52.48590083
215780,3,8,11,6,3,5,t,f,13.41310839,52.54767851
215779,3,9,18,5,3,5,t,f,13.49013221,52.61711157
215777,4,9,10,4,3,5,t,f,13.32311654,52.49095289
215774,11,8,19,3,2,0,t,f,13.46858408,52.54425256
215767,8,9,15,1,3,6,f,t,13.42516369,52.48046521
215760,9,8,20,4,3,0,t,f,13.56512996,52.44550976
215758,6,9,13,3,3,6,f,t,13.29218512,52.45805004
215757,5,9,7,4,3,5,t,f,13.1893328,52.54294191
215755,2,8,12,5,3,1,t,f,13.4664988,52.50211117
215752,2,9,16,4,3,6,f,t,13.45468028,52.52396422
215750,2,9,18,2,2,1,t,f,13.42918093,52.50912371
215748,4,9,13,1,3,3,t,f,13.27843801,52.47363408
215747,4,8,13,7,3,5,t,f,13.3061928,52.52461527
215742,2,8,8,6,3,5,t,f,13.43261582,52.50239609
215740,8,9,7,6,3,0,t,f,13.45620886,52.48402469
215737,1,9,7,6,3,5,t,f,13.3980069,52.52725172
215735,10,9,8,3,2,6,f,t,13.58397981,52.53961235
215731,4,8,17,1,3,5,t,f,13.28358151,52.50639994
215729,2,9,10,7,3,5,t,f,13.41423411,52.48824263
215728,1,9,13,4,3,5,t,f,13.37427171,52.52795606
